date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:19:42	108/108	---M--	302	error ('Found')	text/html	date:Wed,%2024%20Mar%202021%2018:19:42%20GMT	https://shor.by/FlI8	C:/Users/XE/Desktop/NATA/shor.by/FlI8	(from https://shor.by/eTa0)
23:19:43	108/108	---M--	302	error ('Found')	text/html	date:Wed,%2024%20Mar%202021%2018:19:42%20GMT	https://shor.by/L2NX	C:/Users/XE/Desktop/NATA/shor.by/L2NX	(from https://shor.by/eTa0)
23:19:43	132/132	---M--	302	error ('Found')	text/html	date:Wed,%2024%20Mar%202021%2018:19:43%20GMT	https://shor.by/8zCx	C:/Users/XE/Desktop/NATA/shor.by/8zCx	(from https://shor.by/eTa0)
23:19:43	136/136	---M--	302	error ('Found')	text/html	date:Wed,%2024%20Mar%202021%2018:19:43%20GMT	https://shor.by/azAF	C:/Users/XE/Desktop/NATA/shor.by/azAF	(from https://shor.by/eTa0)
23:19:44	156/156	---M--	302	error ('Found')	text/html	date:Wed,%2024%20Mar%202021%2018:19:43%20GMT	https://shor.by/V1WG	C:/Users/XE/Desktop/NATA/shor.by/V1WG	(from https://shor.by/eTa0)
23:19:44	130/130	---M--	302	error ('Found')	text/html	date:Wed,%2024%20Mar%202021%2018:19:44%20GMT	https://shor.by/DPRT	C:/Users/XE/Desktop/NATA/shor.by/DPRT	(from https://shor.by/eTa0)
23:19:44	174122/174122	---M--	200	added ('OK')	image/jpeg	etag:%221588238593%22	https://img.youtube.com/vi/xI4QiRtlkxE/maxresdefault.jpg	C:/Users/XE/Desktop/NATA/img.youtube.com/vi/xI4QiRtlkxE/maxresdefault.jpg	(from https://shor.by/eTa0)
23:19:44	88/88	---M--	302	error ('Found')	text/html	date:Wed,%2024%20Mar%202021%2018:19:44%20GMT	https://shor.by/GqcL	C:/Users/XE/Desktop/NATA/shor.by/GqcL	(from https://shor.by/eTa0)
23:19:45	110/110	---M--	302	error ('Found')	text/html	date:Wed,%2024%20Mar%202021%2018:19:45%20GMT	https://shor.by/7NbP	C:/Users/XE/Desktop/NATA/shor.by/7NbP	(from https://shor.by/eTa0)
23:19:45	84/84	---M--	302	error ('Found')	text/html	date:Wed,%2024%20Mar%202021%2018:19:45%20GMT	https://shor.by/H7pT	C:/Users/XE/Desktop/NATA/shor.by/H7pT	(from https://shor.by/eTa0)
23:19:46	118/118	---M--	302	error ('Found')	text/html	date:Wed,%2024%20Mar%202021%2018:19:45%20GMT	https://shor.by/LrBL	C:/Users/XE/Desktop/NATA/shor.by/LrBL	(from https://shor.by/eTa0)
23:19:46	96/96	---M--	302	error ('Found')	text/html	date:Wed,%2024%20Mar%202021%2018:19:46%20GMT	https://shor.by/YQ78	C:/Users/XE/Desktop/NATA/shor.by/YQ78	(from https://shor.by/eTa0)
23:19:46	148/148	---M--	302	error ('Found')	text/html	date:Wed,%2024%20Mar%202021%2018:19:46%20GMT	https://shor.by/kQ8H	C:/Users/XE/Desktop/NATA/shor.by/kQ8H	(from https://shor.by/eTa0)
23:19:47	169700/169700	---M--	200	added ('OK')	image/jpeg	etag:%221591211309%22	https://img.youtube.com/vi/QW4GzR8wEj8/maxresdefault.jpg	C:/Users/XE/Desktop/NATA/img.youtube.com/vi/QW4GzR8wEj8/maxresdefault.jpg	(from https://shor.by/eTa0)
23:19:47	88/88	---M--	302	error ('Found')	text/html	date:Wed,%2024%20Mar%202021%2018:19:47%20GMT	https://shor.by/8NpQ	C:/Users/XE/Desktop/NATA/shor.by/8NpQ	(from https://shor.by/eTa0)
23:19:47	122/122	---M--	302	error ('Found')	text/html	date:Wed,%2024%20Mar%202021%2018:19:47%20GMT	https://shor.by/jue7	C:/Users/XE/Desktop/NATA/shor.by/jue7	(from https://shor.by/eTa0)
23:19:48	4815/4815	---MCZ	200	added ('OK')	text/css	etag:W/%22bd066123cdf3337103b21713df9bfd01%22	https://use.fontawesome.com/releases/v5.1.0/css/svg-with-js.css	C:/Users/XE/Desktop/NATA/use.fontawesome.com/releases/v5.1.0/css/svg-with-js.css	(from https://shor.by/css/main.css)
23:19:48	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2024%20Mar%202021%2018:19:48%20GMT	https://media.giphy.com/media/htvr4OYmLJXDUXNk21/giphy.gif	C:/Users/XE/Desktop/NATA/media.giphy.com/media/htvr4OYmLJXDUXNk21/giphy.21.delayed	(from https://shor.by/css/shorby-page.css?dc02a640)
23:19:49	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2024%20Mar%202021%2018:19:49%20GMT	https://media.giphy.com/media/1wqK5Bf1ten1KTUV8W/giphy.gif	C:/Users/XE/Desktop/NATA/media.giphy.com/media/1wqK5Bf1ten1KTUV8W/giphy.22.delayed	(from https://shor.by/css/shorby-page.css?dc02a640)
23:19:49	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2024%20Mar%202021%2018:19:49%20GMT	https://media.giphy.com/media/TRjQlKBURMA5G/giphy.gif	C:/Users/XE/Desktop/NATA/media.giphy.com/media/TRjQlKBURMA5G/giphy.23.delayed	(from https://shor.by/css/shorby-page.css?dc02a640)
23:19:50	125137/125137	---M--	200	added ('OK')	image/jpeg	etag:W/%221e8d1-16a46668f1f%22	https://shor.by/img/404-bio.jpg	C:/Users/XE/Desktop/NATA/shor.by/img/404-bio.jpg	(from https://shor.by/css/main.css)
23:19:50	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2024%20Mar%202021%2018:19:50%20GMT	https://media.giphy.com/media/xiOKYp5SUa1Es/giphy.gif	C:/Users/XE/Desktop/NATA/media.giphy.com/media/xiOKYp5SUa1Es/giphy.24.delayed	(from https://shor.by/css/shorby-page.css?dc02a640)
23:19:50	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2024%20Mar%202021%2018:19:50%20GMT	https://media.giphy.com/media/xz9j6yOIO2as0/giphy.gif	C:/Users/XE/Desktop/NATA/media.giphy.com/media/xz9j6yOIO2as0/giphy.25.delayed	(from https://shor.by/css/shorby-page.css?dc02a640)
23:19:51	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2024%20Mar%202021%2018:19:51%20GMT	https://media.giphy.com/media/V39CvtftZIveg/giphy.gif	C:/Users/XE/Desktop/NATA/media.giphy.com/media/V39CvtftZIveg/giphy.26.delayed	(from https://shor.by/css/shorby-page.css?dc02a640)
23:19:51	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2024%20Mar%202021%2018:19:51%20GMT	https://media.giphy.com/media/1iTHo2aLKHaJw1DW/giphy.gif	C:/Users/XE/Desktop/NATA/media.giphy.com/media/1iTHo2aLKHaJw1DW/giphy.27.delayed	(from https://shor.by/css/shorby-page.css?dc02a640)
23:19:52	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2024%20Mar%202021%2018:19:52%20GMT	https://media.giphy.com/media/K90ckojkohXfW/giphy.gif	C:/Users/XE/Desktop/NATA/media.giphy.com/media/K90ckojkohXfW/giphy.28.delayed	(from https://shor.by/css/shorby-page.css?dc02a640)
23:19:52	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2024%20Mar%202021%2018:19:52%20GMT	https://media.giphy.com/media/3o7TKoWXm3okO1kgHC/giphy.gif	C:/Users/XE/Desktop/NATA/media.giphy.com/media/3o7TKoWXm3okO1kgHC/giphy.29.delayed	(from https://shor.by/css/shorby-page.css?dc02a640)
23:19:53	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2024%20Mar%202021%2018:19:53%20GMT	https://media.giphy.com/media/L46STBaMB0TZe/giphy.gif	C:/Users/XE/Desktop/NATA/media.giphy.com/media/L46STBaMB0TZe/giphy.2a.delayed	(from https://shor.by/css/shorby-page.css?dc02a640)
23:19:54	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2024%20Mar%202021%2018:19:53%20GMT	https://media.giphy.com/media/26tndw5LgWRSqtTsA/giphy.gif	C:/Users/XE/Desktop/NATA/media.giphy.com/media/26tndw5LgWRSqtTsA/giphy.2b.delayed	(from https://shor.by/css/shorby-page.css?dc02a640)
23:19:54	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2024%20Mar%202021%2018:19:54%20GMT	https://media.giphy.com/media/l0Heg3VJINbkEL94s/giphy.gif	C:/Users/XE/Desktop/NATA/media.giphy.com/media/l0Heg3VJINbkEL94s/giphy.2c.delayed	(from https://shor.by/css/shorby-page.css?dc02a640)
23:19:54	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2024%20Mar%202021%2018:19:54%20GMT	https://media.giphy.com/media/4N1wOi78ZGzSB6H7vK/giphy.gif	C:/Users/XE/Desktop/NATA/media.giphy.com/media/4N1wOi78ZGzSB6H7vK/giphy.2d.delayed	(from https://shor.by/css/shorby-page.css?dc02a640)
23:19:55	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2024%20Mar%202021%2018:19:55%20GMT	https://media.giphy.com/media/26BRv0ThflsHCqDrG/giphy.gif	C:/Users/XE/Desktop/NATA/media.giphy.com/media/26BRv0ThflsHCqDrG/giphy.2e.delayed	(from https://shor.by/css/shorby-page.css?dc02a640)
23:19:55	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2024%20Mar%202021%2018:19:55%20GMT	https://media.giphy.com/media/l0HlGdXFWYbKv5rby/giphy.gif	C:/Users/XE/Desktop/NATA/media.giphy.com/media/l0HlGdXFWYbKv5rby/giphy.2f.delayed	(from https://shor.by/css/shorby-page.css?dc02a640)
23:19:56	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2024%20Mar%202021%2018:19:56%20GMT	https://media.giphy.com/media/2fWhltsC9ImfoNEJ0F/giphy.gif	C:/Users/XE/Desktop/NATA/media.giphy.com/media/2fWhltsC9ImfoNEJ0F/giphy.30.delayed	(from https://shor.by/css/shorby-page.css?dc02a640)
23:19:57	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2024%20Mar%202021%2018:19:56%20GMT	https://media.giphy.com/media/YVrgOcqxm7m96eeCB6/giphy.gif	C:/Users/XE/Desktop/NATA/media.giphy.com/media/YVrgOcqxm7m96eeCB6/giphy.31.delayed	(from https://shor.by/css/shorby-page.css?dc02a640)
23:19:58	16390/16390	---M--	200	added ('OK')	image/gif	etag:%2259e50141-4006%22	https://i.gifer.com/fetch/w300-preview/02/02441bfd712ddb161c6fcd505f4917f9.gif	C:/Users/XE/Desktop/NATA/i.gifer.com/fetch/w300-preview/02/02441bfd712ddb161c6fcd505f4917f9.gif	(from https://shor.by/css/shorby-page.css?dc02a640)
23:20:00	18067/18067	---M--	200	added ('OK')	image/gif	etag:%2259f24a47-4693%22	https://i.gifer.com/fetch/w300-preview/6b/6b57381d21537b2f39077a20140919de.gif	C:/Users/XE/Desktop/NATA/i.gifer.com/fetch/w300-preview/6b/6b57381d21537b2f39077a20140919de.gif	(from https://shor.by/css/shorby-page.css?dc02a640)
23:20:01	24733/24733	---M--	200	added ('OK')	image/gif	etag:%225a34cfd5-609d%22	https://i.gifer.com/fetch/w300-preview/3d/3ddcb0ea272ed37581be65684b86a795.gif	C:/Users/XE/Desktop/NATA/i.gifer.com/fetch/w300-preview/3d/3ddcb0ea272ed37581be65684b86a795.gif	(from https://shor.by/css/shorby-page.css?dc02a640)
23:20:01	7539/7539	---M--	200	added ('OK')	image/gif	etag:%2259d7c049-1d73%22	https://i.gifer.com/fetch/w300-preview/ff/ff69f5cb205fff735c5a63843fe06bcc.gif	C:/Users/XE/Desktop/NATA/i.gifer.com/fetch/w300-preview/ff/ff69f5cb205fff735c5a63843fe06bcc.gif	(from https://shor.by/css/shorby-page.css?dc02a640)
23:20:01	5578/5578	---M--	200	added ('OK')	image/gif	etag:%2259d79ec2-15ca%22	https://i.gifer.com/fetch/w300-preview/1f/1ff92e9d299b2af0c6a72d0557d6cfdc.gif	C:/Users/XE/Desktop/NATA/i.gifer.com/fetch/w300-preview/1f/1ff92e9d299b2af0c6a72d0557d6cfdc.gif	(from https://shor.by/css/shorby-page.css?dc02a640)
23:20:03	15131/15131	---M--	200	added ('OK')	image/gif	etag:%225a0faf87-3b1b%22	https://i.gifer.com/fetch/w300-preview/17/1748799abbb8735a7224a1bd7e3e48e1.gif	C:/Users/XE/Desktop/NATA/i.gifer.com/fetch/w300-preview/17/1748799abbb8735a7224a1bd7e3e48e1.gif	(from https://shor.by/css/shorby-page.css?dc02a640)
23:20:03	6869/6869	---M--	200	added ('OK')	image/gif	etag:%2259846329-1ad5%22	https://i.gifer.com/fetch/w300-preview/45/4519426a4d6d2a8998d50254a17edcd9.gif	C:/Users/XE/Desktop/NATA/i.gifer.com/fetch/w300-preview/45/4519426a4d6d2a8998d50254a17edcd9.gif	(from https://shor.by/css/shorby-page.css?dc02a640)
23:20:03	12730/12730	---M--	200	added ('OK')	image/gif	etag:%2259d7b7bb-31ba%22	https://i.gifer.com/fetch/w300-preview/85/85de149d2f6e29a94be5973f83590e66.gif	C:/Users/XE/Desktop/NATA/i.gifer.com/fetch/w300-preview/85/85de149d2f6e29a94be5973f83590e66.gif	(from https://shor.by/css/shorby-page.css?dc02a640)
23:20:03	14608/14608	---M--	200	added ('OK')	image/gif	etag:%225985a93c-3910%22	https://i.gifer.com/fetch/w300-preview/a1/a1b77d9897075d70bbc2cecb4f327d70.gif	C:/Users/XE/Desktop/NATA/i.gifer.com/fetch/w300-preview/a1/a1b77d9897075d70bbc2cecb4f327d70.gif	(from https://shor.by/css/shorby-page.css?dc02a640)
23:20:04	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2024%20Mar%202021%2018:20:03%20GMT	https://media.giphy.com/media/TgCPhBwZ4KNHy/giphy.gif	C:/Users/XE/Desktop/NATA/media.giphy.com/media/TgCPhBwZ4KNHy/giphy.3b.delayed	(from https://shor.by/css/shorby-page.css?dc02a640)
23:20:04	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2024%20Mar%202021%2018:20:04%20GMT	https://media.giphy.com/media/f5qQF7tmX7LDqL4qLN/giphy.gif	C:/Users/XE/Desktop/NATA/media.giphy.com/media/f5qQF7tmX7LDqL4qLN/giphy.3c.delayed	(from https://shor.by/css/shorby-page.css?dc02a640)
23:20:05	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2024%20Mar%202021%2018:20:04%20GMT	https://media.giphy.com/media/xT8qB19VdLq6b35Ayc/giphy.gif	C:/Users/XE/Desktop/NATA/media.giphy.com/media/xT8qB19VdLq6b35Ayc/giphy.3d.delayed	(from https://shor.by/css/shorby-page.css?dc02a640)
23:20:05	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2024%20Mar%202021%2018:20:05%20GMT	https://media.giphy.com/media/h8vsYe3SrtrMI/giphy.gif	C:/Users/XE/Desktop/NATA/media.giphy.com/media/h8vsYe3SrtrMI/giphy.3e.delayed	(from https://shor.by/css/shorby-page.css?dc02a640)
23:20:05	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2024%20Mar%202021%2018:20:05%20GMT	https://media.giphy.com/media/9rphpL7UByRxBmC2dV/giphy.gif	C:/Users/XE/Desktop/NATA/media.giphy.com/media/9rphpL7UByRxBmC2dV/giphy.3f.delayed	(from https://shor.by/css/shorby-page.css?dc02a640)
23:20:06	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2024%20Mar%202021%2018:20:06%20GMT	https://media.giphy.com/media/f9ShV0TsOHBUEToAyv/giphy.gif	C:/Users/XE/Desktop/NATA/media.giphy.com/media/f9ShV0TsOHBUEToAyv/giphy.40.delayed	(from https://shor.by/css/shorby-page.css?dc02a640)
23:20:06	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2024%20Mar%202021%2018:20:06%20GMT	https://media.giphy.com/media/xUA7aZaY17RqLOKA2A/giphy.gif	C:/Users/XE/Desktop/NATA/media.giphy.com/media/xUA7aZaY17RqLOKA2A/giphy.41.delayed	(from https://shor.by/css/shorby-page.css?dc02a640)
23:20:07	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2024%20Mar%202021%2018:20:07%20GMT	https://media.giphy.com/media/Iia0HT8DwUY92/giphy.gif	C:/Users/XE/Desktop/NATA/media.giphy.com/media/Iia0HT8DwUY92/giphy.42.delayed	(from https://shor.by/css/shorby-page.css?dc02a640)
23:20:07	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2024%20Mar%202021%2018:20:07%20GMT	https://media.giphy.com/media/Qutb3UVjT1qvXmbWxt/giphy.gif	C:/Users/XE/Desktop/NATA/media.giphy.com/media/Qutb3UVjT1qvXmbWxt/giphy.43.delayed	(from https://shor.by/css/shorby-page.css?dc02a640)
23:20:08	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2024%20Mar%202021%2018:20:08%20GMT	https://media.giphy.com/media/IcjHeMP8ssjIzSWh7W/giphy.gif	C:/Users/XE/Desktop/NATA/media.giphy.com/media/IcjHeMP8ssjIzSWh7W/giphy.44.delayed	(from https://shor.by/css/shorby-page.css?dc02a640)
23:20:08	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2024%20Mar%202021%2018:20:08%20GMT	https://media.giphy.com/media/QAgaHXyAmPMflDhbZ7/giphy.gif	C:/Users/XE/Desktop/NATA/media.giphy.com/media/QAgaHXyAmPMflDhbZ7/giphy.45.delayed	(from https://shor.by/css/shorby-page.css?dc02a640)
23:20:09	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2024%20Mar%202021%2018:20:09%20GMT	https://media.giphy.com/media/QyghSznfyczzf6Vxt6/giphy.gif	C:/Users/XE/Desktop/NATA/media.giphy.com/media/QyghSznfyczzf6Vxt6/giphy.46.delayed	(from https://shor.by/css/shorby-page.css?dc02a640)
23:20:10	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2024%20Mar%202021%2018:20:09%20GMT	https://media.giphy.com/media/mCPP65TuCeSdVBcSf1/giphy.gif	C:/Users/XE/Desktop/NATA/media.giphy.com/media/mCPP65TuCeSdVBcSf1/giphy.47.delayed	(from https://shor.by/css/shorby-page.css?dc02a640)
23:20:10	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2024%20Mar%202021%2018:20:10%20GMT	https://media.giphy.com/media/fA1JnK6Nzf6kLligpL/giphy.gif	C:/Users/XE/Desktop/NATA/media.giphy.com/media/fA1JnK6Nzf6kLligpL/giphy.48.delayed	(from https://shor.by/css/shorby-page.css?dc02a640)
23:20:11	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2024%20Mar%202021%2018:20:11%20GMT	https://media.giphy.com/media/Yle8BEVjUyn4384qts/giphy.gif	C:/Users/XE/Desktop/NATA/media.giphy.com/media/Yle8BEVjUyn4384qts/giphy.49.delayed	(from https://shor.by/css/shorby-page.css?dc02a640)
23:20:11	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2024%20Mar%202021%2018:20:11%20GMT	https://media.giphy.com/media/ls4gJ5o0xRlhsWEFpv/giphy.gif	C:/Users/XE/Desktop/NATA/media.giphy.com/media/ls4gJ5o0xRlhsWEFpv/giphy.4a.delayed	(from https://shor.by/css/shorby-page.css?dc02a640)
23:20:12	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2024%20Mar%202021%2018:20:11%20GMT	https://media.giphy.com/media/583zv5WDi3mIOjpB53/giphy.gif	C:/Users/XE/Desktop/NATA/media.giphy.com/media/583zv5WDi3mIOjpB53/giphy.4b.delayed	(from https://shor.by/css/shorby-page.css?dc02a640)
23:20:12	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2024%20Mar%202021%2018:20:12%20GMT	https://media.giphy.com/media/sRJdcg1Gx0gILbbXyo/giphy.gif	C:/Users/XE/Desktop/NATA/media.giphy.com/media/sRJdcg1Gx0gILbbXyo/giphy.4c.delayed	(from https://shor.by/css/shorby-page.css?dc02a640)
23:20:13	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2024%20Mar%202021%2018:20:13%20GMT	https://media.giphy.com/media/w9ozWzmOE18zK/giphy.gif	C:/Users/XE/Desktop/NATA/media.giphy.com/media/w9ozWzmOE18zK/giphy.4d.delayed	(from https://shor.by/css/shorby-page.css?dc02a640)
23:20:13	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2024%20Mar%202021%2018:20:13%20GMT	https://media.giphy.com/media/3og0IFVYFzYNC5u9kA/giphy.gif	C:/Users/XE/Desktop/NATA/media.giphy.com/media/3og0IFVYFzYNC5u9kA/giphy.4e.delayed	(from https://shor.by/css/shorby-page.css?dc02a640)
23:20:14	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2024%20Mar%202021%2018:20:14%20GMT	https://media.giphy.com/media/23ccpVJ4WGRnnS43LF/giphy.gif	C:/Users/XE/Desktop/NATA/media.giphy.com/media/23ccpVJ4WGRnnS43LF/giphy.4f.delayed	(from https://shor.by/css/shorby-page.css?dc02a640)
23:20:14	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2024%20Mar%202021%2018:20:14%20GMT	https://media.giphy.com/media/nW9iOmXWriQU0/giphy.gif	C:/Users/XE/Desktop/NATA/media.giphy.com/media/nW9iOmXWriQU0/giphy.50.delayed	(from https://shor.by/css/shorby-page.css?dc02a640)
23:20:15	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2024%20Mar%202021%2018:20:15%20GMT	https://media.giphy.com/media/WVUQ1zyiSJ4ly/giphy.gif	C:/Users/XE/Desktop/NATA/media.giphy.com/media/WVUQ1zyiSJ4ly/giphy.51.delayed	(from https://shor.by/css/shorby-page.css?dc02a640)
23:20:15	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2024%20Mar%202021%2018:20:15%20GMT	https://media.giphy.com/media/1oDucHVK5Fgl7zKnTV/giphy.gif	C:/Users/XE/Desktop/NATA/media.giphy.com/media/1oDucHVK5Fgl7zKnTV/giphy.52.delayed	(from https://shor.by/css/shorby-page.css?dc02a640)
23:20:16	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2024%20Mar%202021%2018:20:16%20GMT	https://media.giphy.com/media/3osxYoCkKu892JBLUc/giphy.gif	C:/Users/XE/Desktop/NATA/media.giphy.com/media/3osxYoCkKu892JBLUc/giphy.53.delayed	(from https://shor.by/css/shorby-page.css?dc02a640)
23:20:17	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2024%20Mar%202021%2018:20:16%20GMT	https://media.giphy.com/media/hTDNwZbCwOfrmUItSU/giphy.gif	C:/Users/XE/Desktop/NATA/media.giphy.com/media/hTDNwZbCwOfrmUItSU/giphy.54.delayed	(from https://shor.by/css/shorby-page.css?dc02a640)
23:20:17	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2024%20Mar%202021%2018:20:17%20GMT	https://media.giphy.com/media/xTiTnLDVc015Cxd0dO/giphy.gif	C:/Users/XE/Desktop/NATA/media.giphy.com/media/xTiTnLDVc015Cxd0dO/giphy.55.delayed	(from https://shor.by/css/shorby-page.css?dc02a640)
23:20:18	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2024%20Mar%202021%2018:20:17%20GMT	https://media.giphy.com/media/RE9ogsSVTvwvC/giphy.gif	C:/Users/XE/Desktop/NATA/media.giphy.com/media/RE9ogsSVTvwvC/giphy.56.delayed	(from https://shor.by/css/shorby-page.css?dc02a640)
23:20:18	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2024%20Mar%202021%2018:20:18%20GMT	https://media.giphy.com/media/fdvGGmZFg0TNC/giphy.gif	C:/Users/XE/Desktop/NATA/media.giphy.com/media/fdvGGmZFg0TNC/giphy.57.delayed	(from https://shor.by/css/shorby-page.css?dc02a640)
23:20:19	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2024%20Mar%202021%2018:20:18%20GMT	https://media.giphy.com/media/X1SzpsFR7rpe/giphy.gif	C:/Users/XE/Desktop/NATA/media.giphy.com/media/X1SzpsFR7rpe/giphy.58.delayed	(from https://shor.by/css/shorby-page.css?dc02a640)
23:20:19	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2024%20Mar%202021%2018:20:19%20GMT	https://media.giphy.com/media/10gA8mG3uHqRq/giphy.gif	C:/Users/XE/Desktop/NATA/media.giphy.com/media/10gA8mG3uHqRq/giphy.59.delayed	(from https://shor.by/css/shorby-page.css?dc02a640)
